OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
||||||||27890103022968|0101852|Anniston city|118685613|180468|G4110|C1|A|9974104|35266
||||||||27890543360147|0118304|Creola city|40615427|2516364|G4110|C1|A|931986|0
||||||||27890114112830|0119648|Daphne city|49212741|306666|G4110|C1|A|264490|0
||||||||27890543360148|0119744|Dauphin Island town|16204179|413605156|G4110|C1|A|5552|343415381
||||||||27890543360150|0150000|Mobile city|361255557|105135405|G4110|C1|A|43823688|89896097
||||||||27890114112840|0171976|Spanish Fort city|78990109|12189673|G4110|C1|A|49654|3615270
||||||||27890594249040|0200065|Adak city|84002711|101098800|G4110|C1|A|0|87726389
||||||||2789045279902|0201090|Akutan city|170880263|212191153|G4110|C1|A|70714080|211957918
||||||||2789064048166|0201200|Alakanuk city|83395396|24862278|G4110|C1|A|0|1108
||||||||28090758926879|0201305|Alatna CDP|94490490|0|G4210|U1|S|9431044|0
||||||||27890758926900|0201860|Allakaket city|38117878|5997712|G4110|C1|A|9327113|377359
||||||||2789045412869|0203000|Anchorage municipality|4420591349|621302197|G4110|C1|A|71422597|408835619
||||||||2789053176497|0203440|Angoon city|63542449|37389728|G4110|C1|A|0|11999613
||||||||2789045076539|0204210|Atka city|21933245|72347700|G4110|C1|A|1282582|72347532
||||||||2809045076540|0204670|Attu Station CDP|369171529|2796905|G4210|U2|S|369171529|2796905
||||||||280903716866532|0205000|Badger CDP|170012219|2741701|G4210|U1|S|7812|0
||||||||27890758926902|0206630|Bettles city|4054564|68655|G4110|C1|A|4080|0
||||||||2789051329023|0208740|Brevig Mission city|6299190|206572|G4110|C1|A|134944|195888
||||||||2789051358880|0209600|Buckland city|2205782|385080|G4110|C1|A|845217|385080
||||||||2809045842743|0213340|Chickaloon CDP|173769257|2006641|G4210|U1|S|10648553|0
||||||||2809063913266|0213450|Chicken CDP|300321141|0|G4210|U1|S|6200695|0
||||||||2809045769694|0213780|Chignik Lake CDP|32222203|26850432|G4210|U1|S|0|18480358
||||||||28090510097550|0213890|Chisana CDP|205614369|129649|G4210|U1|S|205614369|129649
||||||||28090510097551|0214000|Chistochina CDP|954181761|993221|G4210|U1|S|43005811|0
||||||||2789045529209|0215430|Clark's Point city|8609624|2033385|G4110|C1|A|0|2019144
||||||||2789051388087|0216360|Coffman Cove city|28220112|6193651|G4110|C1|A|0|279885
||||||||2789045279903|0216530|Cold Bay city|138343008|37921808|G4110|C1|A|60523|21939376
||||||||2789051388088|0217740|Craig city|17321286|7299973|G4110|C1|A|20746|5706727
||||||||2809015503487206|0220716|Eareckson Station CDP|14205399|0|G4210|M2|S|14205399|0
||||||||278905323737310|0220970|Edna Bay city|54766247|7940619|G4110|C1|A|0|1078030
||||||||2789045769695|0221150|Egegik city|76536210|256285936|G4110|C1|A|0|157556334
||||||||28090495867198|0221370|Eielson AFB CDP|77422636|3048525|G4210|M2|S|27187363|208475
||||||||2809053176499|0222140|Elfin Cove CDP|436033169|92880931|G4210|U1|S|0|602448
||||||||2789064048168|0222910|Emmonak city|12862287|2443486|G4110|C1|A|725|0
||||||||27890495867200|0224230|Fairbanks city|82221496|2273096|G4110|C1|A|13619597|122979
||||||||2789045279904|0224660|False Pass city|64930418|104834309|G4110|C1|A|33089717|104834309
||||||||28090758926888|0225880|Flat CDP|415094783|0|G4210|U1|S|415094783|0
||||||||28090510097558|0230500|Gulkana CDP|90349433|0|G4210|U1|S|32575035|0
||||||||27890594249042|0230940|Gustavus city|94165628|53368158|G4110|C1|A|0|52453123
||||||||2809045122494|0231050|Haines CDP|34324200|19253860|G4210|U1|S|0|14078000
||||||||2809053176502|0232550|Hobart Bay CDP|309310732|24792456|G4210|U1|S|309310732|24792456
||||||||2789045664638|0233140|Homer city|35708322|29699084|G4110|C1|A|0|7377005
||||||||2789053176503|0233360|Hoonah city|15197401|3276590|G4110|C1|A|113006|0
||||||||2809045664639|0233580|Hope CDP|133956537|180628|G4210|U1|S|1667700|0
||||||||2789045059730|0236400|Juneau city and borough|7003406836|1426230792|G4110|C1|A|1299767074|794039995
||||||||2789053121175|0236990|Kaktovik city|2005413|704200|G4110|C1|A|0|125828
||||||||2789051388093|0237650|Kasaan city|15703414|1904849|G4110|C1|A|0|1904849
||||||||2789045664643|0238420|Kenai city|75472419|17674885|G4110|C1|A|0|8571727
||||||||2789045279905|0239410|King Cove city|63880497|11741637|G4110|C1|A|14783|2147649
||||||||2789051358883|0239960|Kivalina city|4225377|6551940|G4110|C1|A|9782|0
||||||||2809045842749|0240645|Knik-Fairview CDP|190454797|2623613|G4210|U2|S|0|12180
||||||||2789045754974|0240950|Kodiak city|10163752|4068550|G4110|C1|A|0|214942
||||||||2809045754975|0241210|Kodiak Station CDP|60102526|19989485|G4210|M2|S|48919297|1414729
||||||||2809045104357|0241610|Kongiganak CDP|34360876|286476|G4210|U1|S|29431196|0
||||||||28090758926891|0244580|Livengood CDP|686761483|1247846|G4210|U1|S|96983985|0
||||||||2809045122495|0245700|Lutak CDP|328819145|16325832|G4210|U1|S|0|60057
||||||||280903716866590|0248590|Mertarvik CDP|18116641|0|G4210|U2|S|18116641|0
||||||||28090758926893|0249530|Minto CDP|343450341|9232329|G4210|U1|S|335616542|9232329
||||||||2789064048172|0251180|Mountain Village city|10907857|3115209|G4110|C1|A|0|3115209
||||||||2789045104363|0252390|Napakiak city|5209388|244909|G4110|C1|A|1785|10958
||||||||2789045104364|0252720|Napaskiak city|7510871|707082|G4110|C1|A|0|1922
||||||||2809045279906|0252940|Nelson Lagoon CDP|487180779|152486080|G4210|U1|S|475271979|144971261
||||||||2809051358886|0254700|Noatak CDP|41524643|2125695|G4210|U1|S|513944|1806465
||||||||2789051329029|0254920|Nome city|33150137|22499910|G4110|C1|A|0|22024447
||||||||2789045769702|0255030|Nondalton city|17451147|704233|G4110|C1|A|1370235|0
||||||||2789051358887|0255140|Noorvik city|2171091|1107191|G4110|C1|A|57136|730590
||||||||27890758926914|0256350|Nulato city|106425930|6977301|G4110|C1|A|85369956|6977301
||||||||2789064048173|0256600|Nunam Iqua city|29964345|16911017|G4110|C1|A|0|1744
||||||||2789045754978|0258550|Ouzinkie city|14337042|3878732|G4110|C1|A|0|3877715
||||||||2789045769705|0260640|Pilot Point city|63584042|337336572|G4110|C1|A|41586999|253219517
||||||||2789064048174|0260750|Pilot Station city|4159455|711574|G4110|C1|A|0|711574
||||||||2789045104369|0261080|Platinum city|122414509|118365|G4110|C1|A|0|9870
||||||||2789053121177|0261630|Point Hope city|12951806|187666|G4110|C1|A|0|332
||||||||2809053121178|0261700|Point Lay CDP|73847370|9782126|G4210|U1|S|7187230|8534454
||||||||2809045769706|0262125|Pope-Vannoy Landing CDP|144087401|21546122|G4210|U2|S|144087401|21546122
||||||||2789053241149|0262510|Port Alexander city|9065654|29821847|G4110|C1|A|1085|24402401
||||||||2809051329030|0263170|Port Clarence CDP|88199997|2514792|G4210|U1|S|88199997|2514792
||||||||2789045769708|0263390|Port Heiden city|121120570|1568005|G4110|C1|A|0|2799
||||||||2789045754979|0263610|Port Lions city|12914562|9687323|G4110|C1|A|0|108844
||||||||2809053121179|0264380|Prudhoe Bay CDP|1011169417|464829589|G4210|U1|S|84892003|60170807
||||||||2789045104370|0264600|Quinhagak city|10619794|1517831|G4110|C1|A|2221004|56040
||||||||28090758926895|0264820|Rampart CDP|439846950|197561|G4210|U1|S|427208623|196792
||||||||2789045076542|0265800|St. George city|90081543|382086105|G4110|C1|A|0|373593890
||||||||2789064048177|0266140|St. Mary's city|115525437|18033322|G4110|C1|A|8628425|17715177
||||||||2789051329031|0266360|St. Michael city|56325557|16363506|G4110|C1|A|7781666|15828064
||||||||2789045076543|0266470|St. Paul city|110386530|654862794|G4110|C1|A|872125|647942322
||||||||2789045279907|0267020|Sand Point city|20745523|57711136|G4110|C1|A|0|11855938
||||||||2789045664657|0268560|Seward city|36156325|20538076|G4110|C1|A|0|17401373
||||||||2789051329033|0268890|Shaktoolik city|2765146|23272|G4110|C1|A|44106|23272
||||||||2789051329034|0269770|Shishmaref city|6058145|12758114|G4110|C1|A|0|7078765
||||||||27890500627362|0270540|Sitka city and borough|7433415763|5037747536|G4110|C1|A|776849037|3794465614
||||||||2809045508760|0272190|South Naknek CDP|226499835|6301244|G4210|U1|S|150058|0
||||||||28090758926896|0273290|Stevens Village CDP|30174876|4254775|G4210|U1|S|603772|3362474
||||||||2809045842759|0274340|Susitna CDP|559480080|7107103|G4210|U1|S|133576570|5982254
||||||||27890758926917|0275160|Tanana city|27635821|11208201|G4110|C1|A|5846178|11119728
||||||||28090510097567|0275380|Tatitlek CDP|18781753|7281435|G4210|U1|S|0|6221650
||||||||2789053176507|0276260|Tenakee Springs city|34055474|12321570|G4110|C1|A|230084|2613814
||||||||2789051388100|0277140|Thorne Bay city|69081723|7883794|G4110|C1|A|3280136|1137629
||||||||2789045529216|0277690|Togiak city|108807846|473034399|G4110|C1|A|0|466436633
||||||||2789045104374|0278240|Toksook Bay city|74353263|108316875|G4110|C1|A|0|22706601
||||||||2809045104375|0278790|Tuluksak CDP|7577771|246129|G4210|U1|S|188262|6455
||||||||2809045104376|0279120|Tuntutuliak CDP|300159177|716476|G4210|U1|S|295174790|0
||||||||2809045104377|0279230|Tununak CDP|157228998|620897|G4210|U1|S|4947|16485
||||||||2809045769709|0280100|Ugashik CDP|656870340|36443266|G4210|U1|S|409249850|0
||||||||2789051329037|0280660|Unalakleet city|7412830|5396100|G4110|C1|A|57739|4251539
||||||||2789045076544|0280770|Unalaska city|264728584|281473875|G4110|C1|A|120466981|262212938
||||||||278909098018163|0281920|Utqiaġvik city|48614770|7013815|G4110|C1|A|0|146564
||||||||27890510097572|0282200|Valdez city|550864154|153373674|G4110|C1|A|0|12041479
||||||||2789053121180|0282750|Wainwright city|26712260|45897774|G4110|C1|A|0|35089420
||||||||2789051329038|0282860|Wales city|5966050|121|G4110|C1|A|0|121
||||||||278909097650331|0284000|Whale Pass city|51427421|21112258|G4110|C1|A|5590352|1035566
||||||||2789051329039|0284070|White Mountain city|4726280|574076|G4110|C1|A|2961720|87124
||||||||2809045842765|0285280|Willow CDP|1788309268|20993970|G4210|U1|S|54696853|0
||||||||2809045754980|0285680|Womens Bay CDP|113757964|310786|G4210|U1|S|452689|168
||||||||2789053241151|0286380|Wrangell city and borough|6619997018|2384375227|G4110|C1|A|142760034|1517491682
||||||||280901254189026|0400870|Ajo CDP|86316548|0|G4210|U1|S|13464423|0
||||||||278901230483015|0404720|Avondale city|122447978|668641|G4110|C1|A|52250439|0
||||||||278901230483016|0407940|Buckeye city|1017815349|454957|G4110|C1|A|276315374|408393
||||||||280903717231648|0410320|Carrizo CDP|23385412|55226|G4210|U1|S|15405182|0
||||||||278901260231730|0410530|Casa Grande city|287148663|0|G4110|C1|A|5926|0
||||||||278901260231732|0422360|Eloy city|294138780|155400|G4110|C1|A|2529983|0
||||||||280903717231649|0425045|Fort Valley CDP|187202253|0|G4210|U1|S|2661863|0
||||||||278901230483022|0427050|Gila Bend town|166706436|0|G4110|C1|A|11704560|0
||||||||278901230483025|0428380|Goodyear city|495463332|75022|G4110|C1|A|100224450|0
||||||||280903717231688|0431182|Hard Rock CDP|15337010|523|G4210|U1|S|97430|0
||||||||278901240982669|0433280|Holbrook city|44919799|67855|G4110|C1|A|38563|0
||||||||280901203422160|0453350|Parks CDP|440027344|63244|G4210|U1|S|3669012|0
||||||||280901272631027|0453560|Paulden CDP|148129005|0|G4210|U1|S|3334694|0
||||||||280901260231706|0458290|Queen Valley CDP|25187017|10044|G4210|U1|S|27849|0
||||||||278901215755393|0462000|Safford city|24000554|74013|G4110|C1|A|55709|0
||||||||278901276394930|0463470|San Luis city|88125135|193548|G4110|C1|A|116831|0
||||||||278901053750664|0466820|Sierra Vista city|394325854|678788|G4110|C1|A|179864846|102501
||||||||278901230483034|0471510|Surprise city|285680055|566784|G4110|C1|A|9935275|2237
||||||||278904257952629|0477490|Tusayan town|43575950|0|G4110|C1|A|14005725|0
||||||||280903717231668|0478855|Valle CDP|964513140|40983|G4210|U1|S|156885974|0
||||||||278901276394932|0481480|Wellton town|74791493|0|G4110|C1|A|13018943|0
||||||||278901210045384|0483790|Winkelman town|1991770|12424|G4110|C1|A|1242907|7261
||||||||278901276394934|0485540|Yuma city|312535690|180447|G4110|C1|A|150529251|0
||||||||27890720731022|0513300|Charleston city|9930241|281588|G4110|C1|A|12574|0
||||||||2789045319778|0531190|Helena-West Helena city|33912020|0|G4110|C1|A|786178|0
||||||||280903777968635|0537060|Kirby CDP|37496046|2387554|G4210|U1|S|307571|2224400
||||||||27890341788527|0538890|Lavaca city|5754190|21584|G4110|C1|A|26026|0
||||||||27890330081612|0550450|North Little Rock city|135546084|8164563|G4110|C1|A|916134|0
||||||||27890141296440|0600562|Alameda city|27061952|32453610|G4110|C1|A|0|25103345
||||||||27890141296441|0600674|Albany city|4636032|9521771|G4110|C1|A|820532|9521771
||||||||278901136120205|0602000|Anaheim city|130206498|1567025|G4110|C1|A|10378796|0
||||||||27890146154030|0602252|Antioch city|75552859|1995937|G4110|C1|A|2857212|1411068
||||||||278901321246615|0602364|Apple Valley town|199444691|182413|G4110|C1|A|66252|0
||||||||28090202438286|0602770|Arnold CDP|23482385|168745|G4210|U1|S|1584910|76917
||||||||27890680082912|0603302|Avenal city|50459974|0|G4110|C1|A|13529613|0
||||||||278901064198495|0603526|Bakersfield city|387916575|3792006|G4110|C1|A|296577|0
||||||||278901321246616|0604030|Barstow city|106964252|112301|G4110|C1|A|2779138|0
||||||||28090146154031|0604415|Bay Point CDP|16643645|2637541|G4210|U1|S|481115|2207536
||||||||280903717388894|0604470|Bayview CDP|789227|209670|G4210|U1|S|0|209670
||||||||27890435490354|0604758|Beaumont city|78521803|35531|G4110|C1|A|17760142|0
||||||||28090368606285|0604856|Belden CDP|1578657|299647|G4210|U1|S|216182|0
||||||||27890357358096|0605164|Belvedere city|1345174|4888515|G4110|C1|A|0|920749
||||||||27890692736665|0605290|Benicia city|33185400|3386032|G4110|C1|A|0|2310222
||||||||27890141296443|0606000|Berkeley city|27018309|18712737|G4110|C1|A|0|12846107
||||||||28090694658248|0606150|Bertsch-Oceanview CDP|13727497|708911|G4210|U2|S|0|1070
||||||||280901321085683|0606406|Big Bear City CDP|82917622|44975|G4210|U1|S|2977850|0
||||||||28090322674340|0606616|Big Pine CDP|7636605|4831|G4210|U1|S|2034|0
||||||||28090691033416|0607260|Bodega Bay CDP|21612540|10823439|G4210|U1|S|0|7391095
||||||||280901064017856|0607568|Boron CDP|35516742|24136|G4210|U1|S|12312379|24136
||||||||27890351406866|0608310|Brisbane city|7731718|43981531|G4110|C1|A|0|43533878
||||||||27890351406868|0609066|Burlingame city|11378104|4261690|G4110|C1|A|0|4034985
||||||||278901064198496|0609780|California City city|527349258|220795|G4110|C1|A|330181991|57960
||||||||28090368606289|0611166|Caribou CDP|419798|0|G4210|U1|S|419798|0
||||||||27890680369674|0611446|Carpinteria city|6704026|17313119|G4110|C1|A|0|17070873
||||||||280901064017858|0613157|China Lake Acres CDP|13491529|2579|G4210|U1|S|324851|0
||||||||27890676334278|0613392|Chula Vista city|128560729|6360807|G4110|C1|A|243542|1521695
||||||||27890435490362|0614260|Coachella city|77895736|0|G4110|C1|A|11598883|0
||||||||280903716841856|0614484|Coleville CDP|49897132|0|G4210|U1|S|14698430|0
||||||||27890676334279|0616378|Coronado city|20215844|63957492|G4110|C1|A|574984|50146736
||||||||27890357358099|0616462|Corte Madera town|8184887|3216812|G4110|C1|A|0|586206
||||||||280901136116924|0616580|Coto de Caza CDP|20200732|60610|G4210|U1|S|457658|0
||||||||28090330984229|0618590|Del Monte Forest CDP|20787965|6766175|G4210|U1|S|0|3682253
||||||||27890435490364|0618996|Desert Hot Springs city|78402268|1005240|G4110|C1|A|2362692|0
||||||||28090322674344|0619406|Dixon Lane-MeadowCreek CDP|8701384|0|G4210|U2|S|705348|0
||||||||278901115263525|0619990|Duarte city|17376396|0|G4110|C1|A|7769624|0
||||||||27890351406871|0620956|East Palo Alto city|6547354|298782|G4110|C1|A|0|278267
||||||||280901064017861|0621600|Edwards AFB CDP|44377479|1729|G4210|M2|S|16933708|0
||||||||278901115263527|0622412|El Segundo city|14148731|13722008|G4110|C1|A|0|12742088
||||||||27890141296447|0622594|Emeryville city|3297580|2499006|G4110|C1|A|0|411515
||||||||2809015922650943|0625093|Fort Hunter Liggett CDP|7198561|79767|G4210|M2|S|3715440|79767
||||||||280903931759842|0625114|Fort Irwin CDP|18040432|0|G4210|M2|S|10288761|0
||||||||27890351406874|0625338|Foster City city|9808766|41556867|G4110|C1|A|0|40388846
||||||||27890141296449|0626000|Fremont city|202832449|26274304|G4110|C1|A|10551729|25932286
||||||||27890680369675|0630378|Goleta city|20339515|187022|G4110|C1|A|0|5702
||||||||280903716841814|0630420|Goodyears Bar CDP|5309072|43381|G4210|U1|S|669774|0
||||||||280903717388930|0632408|Hat Creek CDP|129532652|442608|G4210|U1|S|32678403|262215
||||||||27890141296450|0633000|Hayward city|118669082|47415914|G4110|C1|A|0|40205878
||||||||27890146154047|0633308|Hercules city|16608748|35156475|G4110|C1|A|0|35149567
||||||||278901115263533|0633364|Hermosa Beach city|3692737|12981384|G4110|C1|A|0|11424494
||||||||278901321246623|0633434|Hesperia city|188241904|251762|G4110|C1|A|1546714|0
||||||||278901321246624|0633588|Highland city|48099959|244008|G4110|C1|A|1506892|0
||||||||280903890687835|0634392|Homestead Valley CDP|87686964|0|G4210|U1|S|11493|0
||||||||280905333277691|0634540|Hoopa CDP|52865786|2013972|G4210|U1|S|0|227402
||||||||27890676334284|0636294|Imperial Beach city|11112520|304504|G4110|C1|A|20323|46253
||||||||280901064017866|0636658|Inyokern CDP|28301165|2685|G4210|U1|S|129563|0
||||||||28090680369662|0636868|Isla Vista CDP|1427676|113833|G4210|U1|S|0|113833
||||||||280901064017868|0637946|Keene CDP|24459682|13903|G4210|U1|S|19269|0
||||||||28090694658250|0638702|Klamath CDP|44592620|0|G4210|U1|S|3201144|0
||||||||280901321085735|0639444|Lake Arrowhead CDP|45786322|3169654|G4210|U1|S|738856|0
||||||||280903716841851|0640998|Lee Vining CDP|13483686|6196|G4210|U1|S|76199|0
||||||||27890680082915|0641152|Lemoore city|22828779|0|G4110|C1|A|738771|0
||||||||278901115263548|0643000|Long Beach city|131345808|70260174|G4110|C1|A|42706|37025739
||||||||278901115263549|0644000|Los Angeles city|1215978552|83031312|G4110|C1|A|0|56615178
||||||||280903717388976|0645092|Mad River CDP|91131300|0|G4210|U1|S|790194|0
||||||||278901115263551|0645246|Malibu city|51403234|205274315|G4110|C1|A|0|190074437
||||||||278901115263552|0645400|Manhattan Beach city|10189493|16389932|G4110|C1|A|0|14507769
||||||||27890330984236|0645778|Marina city|23070824|2333714|G4110|C1|A|0|2232585
||||||||27890146154051|0646114|Martinez city|32712527|2599576|G4110|C1|A|0|1188872
||||||||28090680660351|0646814|Mendocino CDP|5846594|2006861|G4210|U1|S|0|873210
||||||||27890351406878|0646870|Menlo Park city|25873981|19152744|G4110|C1|A|8659426|19149611
||||||||28090322674350|0647013|Mesa CDP|9072237|395419|G4210|U2|S|401105|0
||||||||28090665044609|0647794|Mineral CDP|114744267|286834|G4210|U1|S|49313721|167573
||||||||280901064017877|0648452|Mojave CDP|151185016|207337|G4210|U1|S|35668637|0
||||||||278901115263554|0648648|Monrovia city|35306568|282054|G4110|C1|A|14405441|53210
||||||||28090680369666|0648844|Montecito CDP|23768259|20675380|G4210|U1|S|0|20432256
||||||||27890330984237|0648872|Monterey city|22390414|9365025|G4110|C1|A|0|7462351
||||||||27890407971042|0649362|Morro Bay city|13796052|12945212|G4110|C1|A|723956|10522057
||||||||27890154306298|0649670|Mountain View city|30971479|719719|G4110|C1|A|151495|714294
||||||||27890676334287|0650398|National City city|18893263|4727544|G4110|C1|A|47971|3483974
||||||||278901136120225|0651182|Newport Beach city|61626136|75442104|G4110|C1|A|0|63163092
||||||||280901064017879|0651812|North Edwards CDP|33012003|0|G4210|U1|S|9733938|0
||||||||28090894019899|0651990|North Lakeport CDP|9832064|6993183|G4210|U1|S|16486|6935320
||||||||280903717389568|0652162|North Richmond CDP|3598945|412907|G4210|U1|S|0|363936
||||||||280903716841868|0652760|Oak Hills CDP|63496967|0|G4210|U1|S|36129|0
||||||||27890141296453|0653000|Oakland city|144861286|57244212|G4110|C1|A|347722|46194774
||||||||27890146154054|0653070|Oakley city|41091677|789638|G4110|C1|A|13787|80270
||||||||280903926396626|0653224|Oasis CDP|50832299|0|G4210|U1|S|68692|0
||||||||27890676334288|0653322|Oceanside city|106889690|2296235|G4110|C1|A|0|2662
||||||||278901147755292|0654652|Oxnard city|68707177|32677585|G4110|C1|A|0|29874753
||||||||27890330984239|0654848|Pacific Grove city|7422061|2925786|G4110|C1|A|0|1413382
||||||||27890435490389|0655254|Palm Springs city|244875470|358065|G4110|C1|A|69996|0
||||||||27890154306299|0655282|Palo Alto city|62408630|4940291|G4110|C1|A|43580|4544833
||||||||278901115263559|0655380|Palos Verdes Estates city|12369151|33350007|G4110|C1|A|0|30869707
||||||||280903716841840|0655528|Paradise CDP|11271636|0|G4210|U2|S|4413985|0
||||||||278901115263561|0656000|Pasadena city|59470461|366889|G4110|C1|A|3659211|0
||||||||28090322674352|0656294|Pearsonville CDP|10648134|210748|G4210|U1|S|0|73322
||||||||27890146154057|0657288|Pinole city|13218372|17242736|G4110|C1|A|0|17231274
||||||||27890407971045|0657414|Pismo Beach city|9057590|25582378|G4110|C1|A|0|23854323
||||||||27890146154058|0657456|Pittsburg city|45780276|5359381|G4110|C1|A|107011|872498
||||||||28090343814832|0657825|Pleasure Point CDP|1941322|3274430|G4210|U2|S|0|3241756
||||||||2809015682167753|0659503|Rancho Mission Viejo CDP|97918365|0|G4210|U1|S|13389088|0
||||||||278901115263564|0659514|Rancho Palos Verdes city|34892681|67929785|G4110|C1|A|0|59592683
||||||||27890351406885|0660102|Redwood City city|50080819|39901458|G4110|C1|A|14855207|36134895
||||||||27890146154061|0660620|Richmond city|77840004|58164107|G4110|C1|A|0|31370269
||||||||278901064198500|0660704|Ridgecrest city|54029088|1671951|G4110|C1|A|4238280|0
||||||||28090343814833|0660928|Rio del Mar CDP|7770134|4173062|G4210|U1|S|0|4173062
||||||||28090146154062|0662490|Rodeo CDP|9741095|2286903|G4210|U1|S|0|2286903
||||||||280901283580695|0664308|Salton Sea Beach CDP|780215|0|G4210|U1|S|5565|0
||||||||278901147755295|0665042|San Buenaventura (Ventura) city|56681176|26953060|G4110|C1|A|0|24492688
||||||||278901136120229|0665084|San Clemente city|47542789|1940302|G4110|C1|A|0|645629
||||||||27890330984244|0665112|Sand City city|1416996|6121647|G4110|C1|A|0|5781091
||||||||27890676334290|0666000|San Diego city|844036546|120533495|G4110|C1|A|100067|83383560
||||||||27890355730719|0667000|San Francisco city|121507089|479146790|G4110|C1|A|2206198|467782969
||||||||27890154306300|0668000|San Jose city|461691712|8089813|G4110|C1|A|48661|3546117
||||||||27890141296456|0668084|San Leandro city|34505967|5588957|G4110|C1|A|0|3744232
||||||||28090141296457|0668112|San Lorenzo CDP|7888217|53278|G4210|U1|S|0|53278
||||||||27890351406888|0668252|San Mateo city|31426840|9622102|G4110|C1|A|0|8892067
||||||||27890357358114|0668364|San Rafael city|42960192|15426850|G4110|C1|A|0|10765712
||||||||27890680369678|0669070|Santa Barbara city|50523520|58265316|G4110|C1|A|0|56852398
||||||||27890343814834|0669112|Santa Cruz city|32996599|7998548|G4110|C1|A|0|7739366
||||||||278901115263575|0670000|Santa Monica city|21782142|22696935|G4110|C1|A|0|21306023
||||||||280901321085744|0670728|Searles Valley CDP|27186893|0|G4210|U2|S|3600131|0
||||||||27890330984246|0670742|Seaside city|23111409|355497|G4110|C1|A|0|224255
||||||||278901147755298|0672016|Simi Valley city|107601139|1831566|G4110|C1|A|3797835|0
||||||||27890678721432|0673108|South Lake Tahoe city|26387187|16684701|G4110|C1|A|0|14657034
||||||||27890351406889|0673262|South San Francisco city|23835620|54315204|G4110|C1|A|0|51020916
||||||||28090680369669|0675714|Summerland CDP|3618069|15510365|G4210|U1|S|0|15495332
||||||||27890154306306|0677000|Sunnyvale city|57135716|1858933|G4110|C1|A|3613981|1808310
||||||||278901064198502|0677574|Taft city|39552120|0|G4110|C1|A|5414215|0
||||||||28090322674355|0678050|Tecopa CDP|48145645|177237|G4210|U1|S|1734046|0
||||||||27890357358120|0678666|Tiburon town|11603822|22626730|G4110|C1|A|0|12914660
||||||||280903716841858|0679030|Topaz CDP|31537286|3359715|G4210|U1|S|1207703|0
||||||||28090680369670|0679529|Toro Canyon CDP|24312959|11403119|G4210|U1|S|0|11236099
||||||||278901115263582|0680000|Torrance city|53141224|10608735|G4110|C1|A|0|9720322
||||||||27890678283188|0680588|Truckee town|83740315|3448642|G4110|C1|A|213547|0
||||||||2809015504271593|0681048|Twin Lakes CDP|10798571|2717491|G4210|U1|S|1454868|0
||||||||28090343814837|0681050|Twin Lakes CDP|1789855|1346290|G4210|U1|S|0|1227964
||||||||280903717389374|0681312|University of California-Merced CDP|1689900|20798|G4210|U1|S|344823|0
||||||||2809019627125827|0681316|University of California-Santa Barbara CDP|3363537|300642|G4210|U1|S|0|91966
||||||||27890692736671|0681666|Vallejo city|78788150|46317409|G4110|C1|A|886153|41695924
||||||||28090435490403|0681708|Valle Vista CDP|17771963|539552|G4210|U1|S|93054|0
||||||||28090680369671|0682072|Vandenberg AFB CDP|57997811|225536|G4210|M2|S|1231652|0
||||||||278901321246635|0682590|Victorville city|190908178|744967|G4110|C1|A|4177865|0
||||||||28090322674356|0684120|West Bishop CDP|22684470|2788|G4210|U1|S|3513820|1334
||||||||27890695781578|0684816|West Sacramento city|55606617|3446736|G4110|C1|A|4927|0
||||||||278901136120237|0686832|Yorba Linda city|51679911|52602|G4110|C1|A|301458|0
||||||||27890350073213|0934180|Groton city|7985936|9524722|G4110|C1|A|0|6836530
||||||||27890338937957|0947515|Milford city (balance)|56732909|8352605|G4110|C8|F|60749|3690168
||||||||27890350073218|0952280|New London city|14558137|12911245|G4110|C1|A|0|8119958
||||||||28090350073219|0953120|Niantic CDP|3902684|5332277|G4210|U1|S|0|3672723
||||||||27890698042666|0955990|Norwalk city|59275234|34928558|G4110|C1|A|0|20195620
||||||||27890698042668|0973000|Stamford city|97428717|37325590|G4110|C1|A|0|29157836
||||||||27890331603623|1077580|Wilmington city|28218288|16303525|G4110|C1|A|0|11530682
||||||||2789086824531|1201625|Apalachicola city|4985037|1814921|G4110|C1|A|0|666535
||||||||28090382287972|1201675|Apollo Beach CDP|50948394|6766047|G4210|U1|S|0|100952
||||||||2789046365753|1202400|Atlantic Beach city|9542328|24558405|G4110|C1|A|0|21984171
||||||||27890364983687|1205200|Belle Glade city|18051813|148110|G4110|C1|A|86649|4911
||||||||28090349540119|1209612|Burnt Store Marina CDP|2758286|755562|G4210|U1|S|0|435052
||||||||28090331890822|1211625|Charlotte Harbor CDP|6009437|6938520|G4210|U1|S|0|29576
||||||||2789088505267|1212875|Clearwater city|67555202|25359992|G4110|C1|A|0|2614611
||||||||27890288032443|1213175|Cocoa Beach city|12064959|27278478|G4110|C1|A|0|32840
